Number,Input/Output,Automation Name,Category,Units,Current Value,Default Value,Modified,Data Type,Description
6401,compatibility,IMSkewingCalc_Compatibility,Calc_Options,"",1,1,"",integer,Whether to use the original or improved calculation for IM skew effect (original should be used for backwards compatibility only)
6402,compatibility,IMTorqueMethod,Calc_Options,"",1,1,"",integer,to use the original or improved method for IM analytic torque calculation (original should be used for backwards compatibility only)
6403,compatibility,IMLockedRotorInductanceMethod,Calc_Options,"",2,2,"",integer,Method for calculating locked rotor referred rotor bar leakage inductance.
6404,compatibility,IMLockedRotorTorqueAverageMethod,Calc_Options,"",1,1,"",integer,"Method for calculating the locked rotor average torques. Improved method uses final cycle, original method uses all cycles."
6405,compatibility,IMSingleLoadPointRotorInductanceMethod,Calc_Options,"",1,1,"",integer,Method for calculating single load point referred rotor bar leakage inductance.
6406,compatibility,IMSkinEffectMethod,Calc_Options,"",1,1,"",integer,Calculation method of skin effect in IM rotor bars
6407,compatibility,KEndringCalculationMethod,Calc_Options,"",1,1,"",integer,Calculation method of endring resistance
6408,recommended,IMSkinEffectApplication,Magnetics,"",0,0,"",integer,Defines which rotor bars skin effect is applied to.
6409,compatibility,IMRadialDuctMethod,Calc_Options,"",1,1,"",integer,Incorporation of radial ducts in IM analytic equations.
6410,compatibility,IMLossSumMethod,Calc_Options,"",1,1,"",integer,Calculation method of losses for Locked Rotor and Core Loss performance tests
6411,compatibility,IMStatorCopperLossesMethod,Calc_Options,"",1,1,"",integer,Calculation method of losses for induction machines with more than three phases.
6412,compatibility,AutomaticStrayLoadLossMethod,Calc_Options,"",1,1,"",integer,How automatic stray load losses are calculated for inverter fed machines
6413,i/p,EndringInductanceMethod,Calc_Options,"",0,0,"",integer,Select the method to use for endring inductances
6414,compatibility,IMEndringExtensionCorrectionMethod,Calc_Options,"",1,1,"",integer,Correction of rotor bar resistivity to account for end ring extensions
6415,compatibility,IMEndringExt_htc_Calc,Calc_Options,"",1,1,"",integer,Calculation method for htc values of IM Endring Extensions to the Endspace and Through Ventilated cooling.
6416,compatibility,IMFEABarResistivityCorrectionMethod,Calc_Options,"",1,1,"",integer,Correction of rotor bar resistivity to account for end ring resistance
6417,compatibility,RotorBarEndRingCorrectionMethod,Calc_Options,"",1,1,"",integer,Method for calculating the end ring resistance correction factor for IM and SYNC
6418,compatibility,RotorBarToLamResistanceCalc,Calc_Options,"",1,1,"",integer,Method for calculating the thermal resistance between the rotor lamination and IM's rotor bars or SYNC's field winding.
6419,compatibility,SlotLeakageInductanceMethod_Stator,Calc_Options,"",1,1,"",integer,Method of calculating stator slot leakage inductance
6420,compatibility,SlotLeakageInductanceMethod_Stator_DoubleLayer,Calc_Options,"",1,1,"",integer,Method of calculating stator slot leakage inductance with a double layer winding
6421,compatibility,SlotLeakageInductanceMethod_Rotor,Calc_Options,"",1,1,"",integer,Method of calculating rotor slot leakage inductance
6422,compatibility,StatorLeakageInductanceMethod,Calc_Options,"",1,1,"",integer,Method of calculating stator leakage inductance (FEA)
6423,i/p,IncludeSteadyStatorPowerFlowError,Calc_Options,"",False,False,"",boolean,When selected the power flow error is included in the steady state error
6424,o/p,SteadyStatorPowerFlowErrorSum,Calc_Options,Watts,0,0,"",double,The sum of the power flow errors
6425,compatibility,DuctContraction_FlowSolverMethod,Calc_Options,"",1,1,"",integer,Method for including duct contraction and expansion in TVent fluid flow network
6426,recommended,BidirectionalSolveMethod,Calc_Options,"",0,0,"",integer,Method for solving the fluid flow network
6427,o/p,DXFFileName,Calc_Options,"","",test.dxf,yes,OleStr,The DXF file being used
6428,o/p,MaxwellExportFile,Calc_Options,"","","","",OleStr,The Electronics Desktop file being used
6429,i/p,MaxwellExport_SelectedRegions,Calc_Options,"","Template,Stator Regions;Template,Rotor Regions;","Template,Stator Regions;Template,Rotor Regions;","",OleStr,The regions selected to be exported to Ansys Electronics Desktop
6430,i/p,RotorRotation,Calc_Options,"",0,0,"",double,The rotor rotation in mechanical degrees radial cross section view
6431,i/p,StatorRotation,Calc_Options,"",0,0,"",double,The stator rotation in mechanical degrees radial cross section view
6432,i/p,IMAccelerationGraph,Calc_Options,"",0,0,"",integer,The acceleration graph to view
6433,i/p,IMEfficiencyGraph,Calc_Options,"",0,0,"",integer,The efficiency graph to view
6434,i/p,BPMShortCircuitGraph,Calc_Options,"",0,0,"",integer,The short circuit graph to view
6435,i/p,TorqueSpeedGraph,Calc_Options,"",0,0,"",integer,The torque/speed graph to view
6436,i/p,TorqueCharacteristicPlotSelect,Calc_Options,"",0,0,"",integer,The torque characteristic graph to view
6437,compatibility,IMRotorThermalCircuitMethod,Calc_Options,"",1,1,"",integer,The induction machine rotor thermal resistance calculation method to use (should use improved method)
6438,i/p,BPMShortCircuitPoints,Magnetics,"",10000,10000,"",integer,The number of points in the short circuit calculation
6439,i/p,BPMShortCircuitDuration,Magnetics,sec,0.1,0.1,"",double,The duration of the short circuit calculation
6440,i/p,BPMShortCircuitLoadInertia,Magnetics,kg.m²,0,0,"",double,The short circuit external load inertia
6441,compatibility,ImprovedFormWoundEWdgDrawing,Calc_Options,"",True,True,"",boolean,When true then the improved form wound endwinding drawing to wedge is used
6442,i/p,MaxCurrent_MagnetisationCurves,Calc_Options,Amps,5,5,"",double,The max current required for the magnetisation curves
6443,i/p,PositionPoints_MagnetisationCurves,Calc_Options,"",5,5,"",integer,The number of position points in the magnetisation curves calculation
6444,i/p,CurrentPoints_MagnetisationCurves,Calc_Options,"",5,5,"",integer,The number of current points in the magnetisation curves calculation
6445,recommended,EWdgInductanceCalc,Calc_Options,"",0,0,"",integer,The stator endwinding inductance calculation method used
6446,compatibility,EndWdgInductanceMethod,Calc_Options,"",1,1,"",integer,Method used to calculate coil cross-sectional area in calculation of endwinding inductance
6447,compatibility,EndWindingLengthMethod,Calc_Options,"",2,2,"",integer,The method used to calculate the stator endwinding length
6448,compatibility,FieldWindingLengthMethod,Calc_Options,"",1,1,"",integer,The method used to calculate the field winding length
6449,i/p,ForceRadialGraph,Calc_Options,"",True,True,"",boolean,When selected the radial force graphs are plotted
6450,i/p,ForceTangentialGraph,Calc_Options,"",True,True,"",boolean,When selected the tangential force graphs are plotted
6451,i/p,ForceXGraph,Calc_Options,"",False,False,"",boolean,When selected the x direction force graphs are plotted
6452,i/p,ForceYGraph,Calc_Options,"",False,False,"",boolean,When selected the y direction force graphs are plotted
6453,i/p,ForceLocation,Calc_Options,"",0,0,"",integer,The location of force calculated
6454,i/p,ForceHarmonics,Calc_Options,"",0,0,"",integer,Whether to show harmonic analysis for radial or tangential forces
6455,compatibility,ForceResultsCalculationType,Calc_Options,"",1,1,"",integer,Whether the force results for unbalanced magnetic pull should be calculated from transient data if available
6456,setting,TemporalForceHarmonic_Node,Calc_Options,"",0,0,"",integer,The force node index used in force harmonic analysis
6457,setting,SpatialForceHarmonic_TimeStep,Calc_Options,"",0,0,"",integer,The rotation step index used in force harmonic analysis
6458,i/p,FlowResistanceTolerance,Calc_Options,"",1E99,1E99,"",double,Used to help flow solving. Flow resistances greater than this value will be removed from circuit.
6459,i/p,TVentShaftCooling,Calc_Options,"",0,0,"",integer,The location TVent shaft cooling path
6460,recommended,AmbientTemperatureSetting,Calc_Options,"",0,0,"",integer,Ambient temperatures used in thermal calculation
6461,i/p,AirgapDefinition,Design_Options,"",0,0,"",integer,Airgap definition
6462,setting,ACLosses_IncludeBundleEffect,Design_Options,"",True,True,"",boolean,When selected the bundle effect is included in the AC loss calculation
6463,compatibility,BPMRotor_MagnetDrawing,Design_Options,"",1,1,"",integer,Drawing option used for BPM Rotor magnet geometries
6464,compatibility,BPMOR_MagnetGapClosureDrawing,Design_Options,"",2,2,"",integer,Drawing option used for closing the outer airgap boundary between magnets
6465,setting,TransientMinimumCapacitanceEnabled,Calc_Options,"",0,0,"",integer,Whether to force a minimum capacitance inside DAE transient solver
6466,setting,TransientMinimumCapacitance,Calc_Options,J/°C,1E-5,1E-5,"",double,This is minimum capacitance used inside the DAE transient solver
6467,compatibility,EmbeddedMagnetPoleRadius_Method,Calc_Options,"",1,1,"",integer,Method used to calculate the radius between rotor back iron and embedded magnet pole
6468,compatibility,Rotor_VWebDrawing,Design_Options,"",1,1,"",integer,The drawing option used for V Web rotor geometries
6469,compatibility,Rotor_VWebLengthDrawingOption,Design_Options,"",1,1,"",integer,Option for V Web Length drawing when limited by magnet or barrier
6470,compatibility,Rotor_VPostDrawingOption,Design_Options,"",1,1,"",integer,The option used to specify if line is drawn for post if not present for V Web rotor layers
6471,compatibility,FlatWeb_MagnetGapLayer_DrawingOption,Design_Options,"",1,1,"",integer,The drawing option for Flat Web rotors with a specified magnet gap to allow additional additional points to be included in the drawing outline
6472,compatibility,RtInteriorWeb_Calc,Design_Options,"",1,1,"",integer,Calculation method of the resistance across the web for flat and V shape rotor types
6473,setting,Sensitivity_ExportMatrices,Calc_Options,"",False,False,"",boolean,When selected the thermal matrices from sensitivity analysis are exported to files in the results folder
6474,compatibility,FEALossCalcType,Calc_Options,"",1,1,"",integer,The FEA integral method used for Bertotti and Steimetz iron loss calculations
6475,compatibility,CustomMaterial_IronLossMethod,Calc_Options,"",1,1,"",integer,Iron loss calculation method for steel materials in custom material regions (affects machines with rotor skew)
6476,compatibility,StackingFactorIronLossMethod,Calc_Options,"",0,0,"",integer,Method for accounting for stacking factor in iron loss calculations.
6477,compatibility,SprayCoolingCircuit,Calc_Options,"",1,1,"",integer,This allows the spray cooling circuit to be changed
6478,compatibility,SprayCoolingHousingWJCouplingCalc,Calc_Options,"",1,1,"",integer,The method used for selecting which HousingWJ fluid node to couple the spray cooling to when using user-defined nozzles
6479,compatibility,IgnoreDuctsWithHousingWJ,Calc_Options,"",1,1,"",integer,This method ignores housingWJ stator duct cooling during thermal analysis if axial or spiral housingWJ type is also in use.
6480,compatibility,SprayCoolingCoverageCalc,Calc_Options,"",1,1,"",integer,Calculation of the coverage area used to determine the spray cooling heat transfer coefficient
6481,compatibility,SprayCoolingSyncEWdgCalc,Calc_Options,"",1,1,"",integer,Calculation of the spray cooling area of the SYNC rotor pole
6482,i/p,SprayCoolingCorrelation,Calc_Options,"",1,1,"",integer,Specifies the correlation used to determine the spray cooling heat transfer coefficient
6483,i/p,SprayCoolingNozzleDefinition,Calc_Options,"",1,1,"",integer,The nozzle definition used for Spray Cooling
6484,compatibility,SprayCoolingSubmerged,Calc_Options,"",1,1,"",integer,Specifies the calculation method used for Submerged Jet Spray Cooling
6485,compatibility,SprayCoolingRotorTargetLengthCalc,Calc_Options,"",1,1,"",integer,Calculation method of the spray cooling target length for the rotor pole of IPM machines
6486,compatibility,SprayCoolingHairpinFrontRInternalFlowCalc,Calc_Options,"",1,1,"",integer,Calculation method of the spray cooling internal flow for the EW Front [Rear]
6487,compatibility,RadialHousing_RotationalHtcCalc,Calc_Options,"",1,1,"",integer,Calculation method of the rotational htc for Spray Cooling (Radial from Housing)
6488,compatibility,RadialHousingSprayCoolingWithSleeve,Calc_Options,"",1,1,"",integer,Method of determining which components are cooled by Spray Cooling (Radial from Housing) with stator sleeve
6489,compatibility,CoupledSprayCoolingFlowRateCalc,Calc_Options,"",1,1,"",integer,"Method of determining flow rates of cooling systems coupled to user defined spray cooling, when grouped spray cooling is in use"
6490,i/p,ShaftSG_RotorWJ_Connection,Calc_Options,"",False,False,"",boolean,When selected the shaft spiral groove outlet is connected to the rotor water jacket inlet
6491,i/p,RotorWJ_SprayCooling_Connection,Calc_Options,"",False,False,"",boolean,When selected the rotor water jacket outlet is connected to the spray cooling inlet
6492,compatibility,SyncRotorParallelToothDrawing,Design_Options,"",1,1,"",integer,The drawing option used for Sync Rotor Parallel Tooth drawing
6493,compatibility,SyncRotorWedgeSeparator,Design_Options,"",1,1,"",integer,Changes the points used for the separator
6494,compatibility,SyncRotorParallelSlotDrawing,Design_Options,"",1,1,"",integer,The drawing option used for SYNC rotor parallel slot drawing
6495,compatibility,FlangePlateAreaCalc,Calc_Options,"",1,1,"",integer,The area calculation for the flange plate
